id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,total_pymnt;
943448,26900,26900,26900, 60 months,19.99,712.54,E,Loan officer,1 year,MORTGAGE,105000,Source Verified,42339,home_improvement,NJ,14.61,0,38991,1,8,1,3026,39.8,26,0,12497.11;
943449,8000,8000,8000, 36 months,10.64,260.55,B,,n/a,RENT,21480,Verified,42339,small_business,CA,32.53,4,34608,0,13,0,36964,71.1,22,0,4500.42;
943450,8000,8000,8000, 36 months,13.67,272.15,C,Senior Consultant,10+ years,RENT,105000,Not Verified,42339,other,TN,27.94,0,36739,1,9,0,4542,19.9,15,0,1748.36;
943451,16625,16625,16625, 36 months,13.18,561.61,C,Foreman journeyman electrician ,10+ years,RENT,45000,Not Verified,42339,major_purchase,NY,4.67,1,41000,3,4,0,5122,57.6,5,0,879.31;
943452,1800,1800,1800, 36 months,13.18,60.81,C,Production Team Member,3 years,OWN,50000,Verified,42339,debt_consolidation,NM,15.54,2,35034,0,10,0,5517,63.4,14,0,1943.49;
943453,10000,10000,10000, 36 months,12.59,334.97,C,Admin Assistant,7 years,RENT,40500,Source Verified,42339,debt_consolidation,AL,27.24,0,40238,0,25,0,10240,52,31,0,732.43;
943454,35000,35000,35000, 60 months,18.99,907.73,E,Supervisor,10+ years,MORTGAGE,86000,Source Verified,42339,debt_consolidation,OH,12.87,0,41275,0,3,0,4099,26.4,9,0,186.22;
943455,24000,24000,24000, 36 months,5.32,722.76,A,Owner ,10+ years,MORTGAGE,78000,Not Verified,42339,debt_consolidation,CA,24.19,1,37104,0,14,5,6069,28,25,0,19436.82;
943456,1000,1000,1000, 36 months,9.76,32.16,B,Operation clerk ,8 years,RENT,40000,Verified,42339,debt_consolidation,VA,24.05,0,35096,1,11,1,12570,56.9,23,0,8824.41;
943457,20000,20000,20000, 36 months,10.64,651.37,B,Director,9 years,MORTGAGE,87900,Source Verified,42339,debt_consolidation,CA,12.47,0,35704,2,5,0,1006,7,16,0,525.26;
943458,16900,16900,16900, 60 months,17.57,425.21,D,Security,10+ years,OWN,81000,Not Verified,42339,debt_consolidation,CA,20.9,0,37347,1,10,1,10848,47.4,15,0,7201.64;
943459,4500,4500,4500, 36 months,11.22,147.8,B,,n/a,MORTGAGE,42000,Verified,42339,debt_consolidation,OK,27.9,0,37834,2,11,0,8158,55.1,27,0,1266.78;
943460,21425,21425,21425, 36 months,16.99,763.76,D,School Safety Agent ,7 years,RENT,60000,Verified,42339,debt_consolidation,FL,19.78,4,38231,0,18,0,935,8.3,52,0,13359.26;
943461,15000,15000,15000, 60 months,15.41,360.09,D,owener,10+ years,MORTGAGE,123600,Not Verified,42339,debt_consolidation,IL,26.84,0,38838,0,13,1,18674,68.2,17,0,10211.45;
943462,10000,10000,10000, 36 months,9.76,321.55,B,Director of Transportation,< 1 year,MORTGAGE,92000,Not Verified,42339,credit_card,RI,17.91,0,40634,1,9,0,21162,66.1,15,0,15027.42;
943463,10000,10000,10000, 36 months,10.64,325.69,B,Crude oil transport,3 years,RENT,74000,Not Verified,42339,credit_card,MI,24,0,36069,0,9,1,6092,39.8,12,0,2065.79;
943464,15825,15825,15825, 36 months,10.64,515.4,B,Corporate Trainer,9 years,MORTGAGE,63000,Not Verified,42339,debt_consolidation,NH,23.18,0,38596,0,11,0,4739,39.5,15,0,8633.14;
943465,10000,10000,10000, 36 months,10.64,325.69,B,Shipping/ Receiving,7 years,RENT,26000,Verified,42339,major_purchase,CA,16.85,0,38565,0,8,0,10821,59.1,9,0,181.4;
943466,31000,31000,31000, 60 months,23.99,891.63,F,Pipeline Operator,4 years,MORTGAGE,110000,Verified,42339,home_improvement,NJ,2.36,1,38139,0,7,2,9462,75.1,14,0,10759.24;
943467,35000,35000,35000, 36 months,11.99,1162.34,C,President,10+ years,OWN,150000,Source Verified,42339,credit_card,MI,22.56,0,38443,0,7,1,10268,59.7,12,0,4872.21;
943468,25000,25000,25000, 60 months,8.38,511.47,B,Professor/ Chairperson,6 years,MORTGAGE,110000,Not Verified,42339,debt_consolidation,VA,19.64,0,38200,0,8,0,16380,49.6,11,0,4016.76;
943469,15000,15000,15000, 36 months,11.99,498.15,C,Payroll Specialist,< 1 year,MORTGAGE,62000,Source Verified,42339,credit_card,MA,10.14,1,39356,0,14,0,6365,80.6,30,0,1711.01;
943470,6000,6000,6000, 36 months,11.99,199.26,C,Education Advisor,1 year,MORTGAGE,65000,Source Verified,42339,credit_card,NY,12.47,0,38231,1,13,1,14669,87.8,36,0,2274.82;
943471,13950,13950,13800, 60 months,15.41,334.88,D,manager,6 years,MORTGAGE,71000,Not Verified,42339,debt_consolidation,CA,32.35,0,32690,1,11,1,5879,20.1,20,0,8707.98;
943472,24000,24000,24000, 60 months,11.22,524.46,B,Process engineer ,7 years,MORTGAGE,90000,Not Verified,42339,debt_consolidation,FL,17.91,1,29252,0,13,0,26244,56.8,35,0,4684.79;
943473,23000,23000,23000, 60 months,9.17,479.35,B,Dance Production Manager,< 1 year,RENT,70000,Source Verified,42339,debt_consolidation,MI,17.6,5,37622,0,12,0,7515,43.2,53,0,3238.14;
943474,1500,1500,1500, 36 months,11.22,49.27,B,Freelance Writer,2 years,RENT,22000,Source Verified,42339,debt_consolidation,NY,8.23,4,37653,1,26,0,4247,47.7,78,0,5471.67;
943475,10000,10000,10000, 36 months,11.99,332.1,C,R&D Chemist,< 1 year,MORTGAGE,65000,Verified,42339,other,GA,21.58,0,34182,0,6,0,13195,96.3,16,0,2120;
943476,7000,7000,7000, 36 months,9.76,225.09,B,tile finisher,10+ years,OWN,100000,Source Verified,42339,debt_consolidation,CA,8.6,0,35796,0,5,0,7733,85.9,11,0,7913.12;
943477,30000,30000,30000, 36 months,8.38,945.36,B,Mechanic,10+ years,MORTGAGE,120000,Source Verified,42339,debt_consolidation,CA,26.38,0,39569,2,16,0,3625,52.5,32,0,6589.32;
943478,10000,10000,10000, 36 months,11.22,328.43,B,Resident Services Specialist,10+ years,MORTGAGE,55164,Source Verified,42339,debt_consolidation,NJ,29.23,0,30742,1,19,0,22380,65.4,37,0,540.56;
943479,20000,20000,20000, 36 months,7.26,619.93,A,Application System Analysts,2 years,RENT,105000,Verified,42339,debt_consolidation,WI,13.59,0,35674,0,8,1,6017,26,31,0,13805.68;
943480,30000,30000,30000, 36 months,9.17,956.37,B,Regional VP,10+ years,RENT,187000,Source Verified,42339,debt_consolidation,GA,9.15,0,35309,2,9,0,48029,61,21,0,6358.7;
943481,10000,10000,10000, 36 months,9.76,321.55,B,Security ,10+ years,RENT,32000,Source Verified,42339,debt_consolidation,MA,9.86,2,35490,0,9,0,33875,77.9,21,0,4238.17;
943482,8000,8000,8000, 36 months,8.38,252.1,B,Inside Sales,2 years,MORTGAGE,35000,Not Verified,42339,other,NC,22.56,0,36039,0,14,0,8974,48.8,31,0,1343.69;
943483,10000,10000,10000, 36 months,7.26,309.97,A,office manager,9 years,RENT,36900,Not Verified,42339,debt_consolidation,CA,2.47,0,36557,1,16,0,4356,37.6,38,0,18774.55;
943484,9100,9100,9100, 36 months,14.48,313.15,C,carpenter,< 1 year,MORTGAGE,40000,Source Verified,42339,medical,VA,26.67,0,38808,0,13,1,10035,59.7,23,0,659.35;
943485,15100,15100,15100, 36 months,14.48,519.61,C,Postdoctoral Fellow,2 years,RENT,42000,Verified,42339,home_improvement,AR,25.04,0,37530,0,7,1,3880,37.7,31,0,10356.03;
943486,12000,12000,12000, 36 months,11.22,394.12,B,Cash Management Assistant,< 1 year,RENT,45000,Verified,42339,debt_consolidation,CT,21.92,0,38991,3,14,0,16917,34.2,20,0,21454.12;
943487,14000,14000,14000, 36 months,6.24,427.44,A,RN,9 years,MORTGAGE,86000,Not Verified,42339,debt_consolidation,NY,13.33,0,36404,5,12,0,4499,29.6,39,0,1490.63;
943488,20000,20000,20000, 60 months,17.57,503.21,D,Production Truck Driver,10+ years,MORTGAGE,90000,Verified,42339,credit_card,TX,30.11,0,36008,1,9,0,13606,66.7,15,0,7838.97;
943489,16000,16000,16000, 60 months,15.41,384.1,D,Product Management Business Consultant,4 years,OWN,114000,Source Verified,42339,car,NY,8.13,0,39508,2,6,0,2264,9.1,6,0,9517.73;
943490,30000,30000,29950, 60 months,13.18,685.36,C,Regional Safety Manager,5 years,MORTGAGE,76000,Verified,42339,debt_consolidation,NC,19.31,0,36982,0,9,0,14062,68.9,13,0,2176.65;
943491,19900,19900,19900, 36 months,17.57,715.15,D,Owner operator ,10+ years,RENT,74000,Not Verified,42339,debt_consolidation,OH,8.64,0,40299,0,4,0,9545,96.4,4,0,439.64;
943492,15000,15000,15000, 36 months,6.89,462.41,A,Sr CRA,< 1 year,MORTGAGE,120000,Not Verified,42339,home_improvement,NY,12.91,0,38261,1,9,2,3608,46.3,18,0,2348.03;
943493,35000,35000,35000, 36 months,17.57,1257.8,D,Program Analyst,8 years,MORTGAGE,100000,Verified,42339,debt_consolidation,IL,18.16,0,36831,1,15,0,8106,29,24,0,7144.56;
943494,8500,8500,8500, 36 months,5.32,255.98,A,Management,7 years,MORTGAGE,80000,Not Verified,42339,debt_consolidation,PA,24.99,0,38534,0,11,0,7735,62.9,21,0,1193.6;
943495,21000,21000,21000, 36 months,10.64,683.94,B,Senior Project Manager,< 1 year,RENT,130000,Source Verified,42339,debt_consolidation,OH,12.51,0,38169,1,11,1,4671,18.5,23,0,5052.28;
943496,30000,30000,30000, 36 months,8.38,945.36,B,Maint Trng Analyst,7 years,MORTGAGE,126000,Source Verified,42339,debt_consolidation,TX,23.31,2,32082,0,29,0,74529,58.7,58,0,15799.39;
943497,13675,13675,13675, 36 months,15.41,476.8,D,Medical Assistant,1 year,RENT,38000,Verified,42339,debt_consolidation,FL,30.83,0,37742,0,21,0,11996,47,23,0,4408.33;
943498,30000,30000,29950, 60 months,13.18,685.36,C,Senior Lead Developer,6 years,MORTGAGE,130000,Verified,42339,credit_card,CA,10.62,0,38139,0,9,0,16183,74.9,19,0,7521.43;
943499,15000,15000,15000, 36 months,10.64,488.53,B,,n/a,RENT,60000,Not Verified,42339,other,OH,16.61,0,38322,0,7,0,7006,41.7,14,0,551;
943500,20000,20000,20000, 36 months,7.89,625.72,A,Starter and Teacher,3 years,MORTGAGE,70000,Not Verified,42339,home_improvement,MS,16.49,0,36557,1,11,1,10448,36,25,0,4344.6;
943501,20000,20000,20000, 36 months,15.41,697.33,D,Management Consultant,2 years,RENT,107000,Source Verified,42339,debt_consolidation,MI,20.66,0,31199,0,17,0,70280,50.8,36,0,7405.71;
943502,13500,13500,13350, 60 months,17.86,341.79,D,Regional Trainer,10+ years,RENT,41000,Verified,42339,debt_consolidation,CT,28.26,0,37377,1,6,0,4076,25.3,8,0,4754.08;
943503,8975,8975,8975, 36 months,16.55,317.98,D,general manager,1 year,MORTGAGE,62000,Source Verified,42339,credit_card,MO,29.56,0,38473,0,10,0,17487,86.6,22,0,7164.33;
943504,18000,18000,18000, 60 months,7.26,358.64,A,Operations Manager,7 years,MORTGAGE,60000,Not Verified,42339,debt_consolidation,MA,12.64,0,41214,0,7,0,6248,55.3,8,0,1002.19;
943505,4500,4500,4500, 36 months,6.89,138.73,A,Senior Consultant,8 years,OWN,90000,Source Verified,42339,debt_consolidation,NJ,21.65,0,35977,0,10,1,30174,99.6,20,0,3018.3;
943506,2400,2400,2400, 36 months,11.22,78.83,B,Client Relationship Manager,6 years,MORTGAGE,70000,Verified,42339,credit_card,CA,5.89,0,38565,1,3,1,17078,74.3,6,0,9552.91;
943507,10000,10000,10000, 36 months,9.76,321.55,B,,n/a,MORTGAGE,39084,Verified,42339,debt_consolidation,NY,11.22,0,37165,0,6,0,5781,47.8,21,0,6395.83;
943508,16000,16000,16000, 60 months,8.38,327.34,B,,n/a,MORTGAGE,55000,Verified,42339,debt_consolidation,TX,16.38,0,35247,1,6,0,3213,86.8,16,0,2948.61;
943509,23325,23325,23325, 36 months,11.22,766.07,B,asphalt plant operator,10+ years,MORTGAGE,103000,Source Verified,42339,credit_card,CA,6.48,0,40179,0,6,0,6925,32.7,17,0,2234.62;
943510,15000,15000,15000, 36 months,9.76,482.32,B,Operation Support Coordinator,9 years,RENT,35000,Verified,42339,debt_consolidation,IL,20.59,14,36039,0,9,1,9542,49.2,46,0,5369.32;
943511,21000,21000,21000, 60 months,13.67,485.05,C,Officer,1 year,RENT,50400,Source Verified,42339,debt_consolidation,TN,20.21,2,37012,1,10,2,6158,38.2,37,0,1439.88;
943512,20000,20000,20000, 60 months,16.55,492.23,D,,n/a,MORTGAGE,91000,Source Verified,42339,other,IL,20.1,0,36586,0,11,0,8602,42.6,21,0,2839.59;
943513,30000,30000,29850, 36 months,15.41,1046,D,Sales/ Office Manager,10+ years,MORTGAGE,70000,Source Verified,42339,debt_consolidation,OH,28.45,1,37530,1,10,0,6582,62.7,30,0,2887.48;
943514,29900,29900,29850, 60 months,19.99,792.01,E,Cardio Vascular Tech MMIS,10+ years,MORTGAGE,68000,Source Verified,42339,home_improvement,TX,5.91,0,38565,2,7,0,3336,11.3,11,0,5184.2;
943515,8000,8000,8000, 36 months,8.38,252.1,B,meat cleark,10+ years,RENT,30000,Not Verified,42339,debt_consolidation,MI,20.5,0,37653,1,13,0,4486,40.4,29,0,6325.73;
943516,28875,28875,28875, 60 months,18.99,748.88,E,Office Manager ,10+ years,MORTGAGE,59000,Source Verified,42339,credit_card,CA,4.51,1,38139,1,5,0,10764,56.4,18,0,4706.06;
943517,20000,20000,20000, 36 months,13.18,675.62,C,General Manager,7 years,RENT,100000,Source Verified,42339,debt_consolidation,CA,21.04,0,35490,0,9,0,19775,69.4,14,0,11265.68;
943518,8000,8000,8000, 36 months,13.18,270.25,C,Attorney,1 year,RENT,77000,Verified,42339,debt_consolidation,NY,6.15,0,34820,0,5,0,4978,66.4,9,0,25586.71;
943519,9725,9725,9725, 36 months,17.57,349.49,D,Security Project Analyst,10+ years,RENT,73000,Not Verified,42339,debt_consolidation,NC,20.88,0,36220,1,13,0,20776,50.1,29,0,11043.26;
943520,10000,10000,10000, 36 months,9.17,318.79,B,RN,9 years,MORTGAGE,70000,Source Verified,42339,debt_consolidation,CA,3.64,0,37803,0,11,0,12944,28.9,25,0,9595.33;
943521,20000,20000,20000, 36 months,11.99,664.2,C,Account Manager,4 years,MORTGAGE,130000,Source Verified,42339,credit_card,CA,21.8,3,40513,1,30,0,12746,19.7,43,0,6449.21;
943522,2000,2000,2000, 36 months,13.18,67.57,C,ESTIMATOR ,10+ years,OWN,74000,Verified,42339,debt_consolidation,CT,10.39,0,39083,0,9,0,6311,65.1,19,0,7332.08;
943523,16000,16000,16000, 60 months,12.59,360.7,C,Purchasing Agent,2 years,MORTGAGE,110000,Not Verified,42339,debt_consolidation,GA,15.24,2,36100,0,12,1,2559,34.6,23,0,8004.6;
943524,10000,10000,10000, 60 months,9.76,211.3,B,,n/a,OWN,40000,Not Verified,42339,debt_consolidation,CA,27.4,2,37895,3,10,0,3687,31.8,28,0,3611.26;
943525,1000,1000,1000, 36 months,14.48,34.42,C,HVAC tech,10+ years,RENT,49000,Verified,42339,home_improvement,IL,25.76,0,40940,2,11,0,7899,63.2,13,0,1508.18;
943526,2800,2800,2800, 36 months,6.24,85.49,A,educator,10+ years,RENT,112000,Source Verified,42339,debt_consolidation,MS,28.04,0,37288,0,9,2,3470,50.3,34,0,2306.59;
943527,2400,2400,2400, 36 months,9.17,76.51,B,Sr Recruiter,5 years,RENT,180000,Verified,42339,debt_consolidation,RI,18.79,0,38139,0,9,0,11787,85.4,19,0,4233.26;
943528,1000,1000,1000, 36 months,13.67,34.02,C,warehouse packer,10+ years,RENT,24000,Not Verified,42339,debt_consolidation,MA,9.57,1,32933,0,19,0,17012,40.4,36,0,10425.87;
943529,7500,7500,7500, 36 months,13.67,255.14,C,Finance Administrator,10+ years,OWN,55000,Not Verified,42339,debt_consolidation,AR,12.75,0,38930,0,5,0,1425,31,9,0,2516.32;
943530,10000,10000,10000, 60 months,7.89,202.24,A,Administrative,8 years,RENT,50000,Not Verified,42339,debt_consolidation,GA,9.89,0,37196,3,8,0,1268,3.5,26,0,3338.43;
943531,14000,14000,14000, 60 months,15.41,336.08,D,WAITER,5 years,RENT,32000,Source Verified,42339,debt_consolidation,OH,15.34,1,37653,0,6,1,5876,52,16,0,3469.32;
943532,5000,5000,5000, 36 months,17.86,180.42,D,Terminal Manager,7 years,RENT,88000,Verified,42339,small_business,CA,23,2,34060,1,4,0,26709,89.6,14,0,1560.88;
943533,21000,21000,21000, 60 months,18.49,538.88,E,Government info. Specialist,10+ years,MORTGAGE,105960,Source Verified,42339,other,AR,19.36,0,36770,0,8,0,6077,16,25,0,1544.96;
943534,10000,10000,10000, 36 months,10.64,325.69,B,Dispatcher,10+ years,RENT,45000,Source Verified,42339,debt_consolidation,TX,28.83,0,37469,3,40,0,34860,29.9,67,0,18332.99;
943535,8400,8400,8400, 36 months,6.24,256.46,A,Accountant Audior,2 years,RENT,63000,Verified,42339,debt_consolidation,PA,32.51,0,38534,0,8,0,7279,75,21,0,4745.72;
943536,24000,24000,24000, 36 months,9.17,765.1,B,Lead Creative,8 years,RENT,60000,Source Verified,42339,other,TX,22.06,0,36192,0,14,0,11061,61.1,22,0,7104.07;
943537,9250,9250,9250, 36 months,18.2,335.34,E,Training Developer,6 years,MORTGAGE,110000,Verified,42339,debt_consolidation,CA,24.32,0,39479,0,10,0,4363,28.3,10,0,3041.2;
943538,15000,15000,15000, 36 months,7.89,469.29,A,,n/a,MORTGAGE,37000,Verified,42339,other,NY,12.46,1,37591,0,9,0,15066,49.7,12,0,9499.43;
943539,35000,35000,35000, 36 months,13.67,1190.62,C,Tax Director ,10+ years,OWN,200000,Verified,42339,debt_consolidation,VA,30.57,0,40238,0,8,0,12498,69.4,22,0,3711.72;
943540,10000,10000,10000, 60 months,15.41,240.06,D,Fitness/Benefits Coord.,10+ years,MORTGAGE,36000,Source Verified,42339,debt_consolidation,VA,24.48,0,37803,0,10,1,3921,54.5,30,0,7140.5;
943541,8400,8400,8400, 36 months,6.89,258.95,A,Principal Consultant,10+ years,OWN,127000,Verified,42339,debt_consolidation,NV,5.87,0,37165,0,6,0,3864,85.9,9,0,6188.5;
943542,12000,12000,12000, 36 months,9.76,385.86,B,Digital Marketing Manager,2 years,RENT,112000,Not Verified,42339,debt_consolidation,WA,23.42,0,34182,0,7,1,12994,96.3,22,0,3317.43;
943543,7000,7000,7000, 36 months,9.76,225.09,B,Office Specialist III,10+ years,OWN,34000,Verified,42339,other,NH,28.04,0,37104,0,10,1,3976,76.5,17,0,17550.28;
943544,24000,24000,24000, 36 months,5.32,722.76,A,Logistics Director,10+ years,OWN,150000,Not Verified,42339,other,MN,7.25,3,38961,1,6,0,6443,40.5,16,0,2242.34;
943545,35000,35000,35000, 60 months,16.55,861.4,D,Correction officer,10+ years,RENT,100000,Verified,42339,debt_consolidation,NY,24.3,0,33178,0,23,0,11658,30.3,35,0,2578.35;
943546,25000,25000,25000, 60 months,11.22,546.31,B,Accounts Receivable Manager,10+ years,OWN,60000,Not Verified,42339,home_improvement,NJ,5.59,1,37803,0,7,0,8928,47.5,10,0,5703.7;
943547,22000,22000,22000, 36 months,15.41,767.07,D,Sales and Leasing Consultant,< 1 year,RENT,60000,Source Verified,42339,debt_consolidation,DE,13.18,0,38565,1,7,0,2649,11.5,18,0,11477.28;
943548,6000,6000,6000, 36 months,12.59,200.99,C,SECURITY OFFICER,3 years,RENT,21000,Verified,42339,other,TX,14.84,0,37926,0,9,0,4492,33,18,0,13506.38;
943549,10000,10000,10000, 36 months,5.32,301.15,A,Billing clerk,10+ years,MORTGAGE,68000,Source Verified,42339,debt_consolidation,MI,32.56,0,38565,1,33,0,7219,17.3,74,0,8866.17;
943550,35000,35000,35000, 36 months,9.17,1115.77,B,registered nurse,10+ years,MORTGAGE,120000,Verified,42339,debt_consolidation,NY,20.76,0,34121,1,19,0,36448,61.5,26,0,13932.36;
943551,14775,14775,14775, 60 months,18.49,379.14,E,,n/a,MORTGAGE,44000,Verified,42339,debt_consolidation,NC,19.09,0,35370,0,12,0,10592,62.3,27,0,6336.96;
943552,17100,17100,17100, 60 months,18.49,438.8,E,Information Technology Specialist 5,10+ years,MORTGAGE,81264,Not Verified,42339,credit_card,CA,14.58,0,39600,0,3,0,23380,87.2,13,0,17158.23;
943553,35000,35000,34525, 60 months,21.99,966.47,F,Regulatory Compliance Auditor,2 years,OWN,130000,Source Verified,42339,other,TX,17.1,0,34516,1,9,0,7891,68,13,0,2158.89;
943554,12000,12000,12000, 36 months,9.76,385.86,B,production,10+ years,OWN,46000,Not Verified,42339,debt_consolidation,CA,12.77,0,37712,3,14,0,20575,36.9,28,0,6683.11;
943555,12000,12000,12000, 60 months,13.18,274.15,C,Production  Manager ,3 years,RENT,80000,Not Verified,42339,debt_consolidation,GA,20.03,1,37377,3,9,1,97594,98,11,0,5422.75;
943556,7475,7475,7475, 36 months,17.86,269.72,D,Quality Manager,5 years,OWN,122000,Source Verified,42339,debt_consolidation,NY,10.92,0,36373,3,8,0,10186,58.9,22,0,1229.55;
943557,18000,18000,18000, 36 months,10.64,586.24,B,Sr. Application Developer/Analyst,< 1 year,MORTGAGE,117700,Source Verified,42339,small_business,FL,19.23,0,35704,2,19,0,25433,36.4,41,0,18251.24;
943558,24000,24000,24000, 36 months,10.64,781.65,B,Banker,6 years,OWN,200000,Not Verified,42339,debt_consolidation,CA,6.74,1,39326,1,8,0,8631,33.6,14,0,7555.43;
943559,15000,15000,15000, 36 months,9.76,482.32,B,Produce Manager,10+ years,MORTGAGE,38000,Verified,42339,debt_consolidation,PA,27.33,0,36557,4,16,0,7773,42.2,19,0,8419.18;
943560,8000,8000,8000, 36 months,5.32,240.92,A,Senior manager,10+ years,MORTGAGE,120000,Source Verified,42339,debt_consolidation,TN,23.03,0,40179,2,9,0,2822,54.3,13,0,2497.76;
943561,14000,14000,14000, 60 months,8.38,286.43,B,General Manger,4 years,MORTGAGE,70000,Not Verified,42339,debt_consolidation,CO,12.9,0,36708,2,5,0,5996,88.2,18,0,800.87;
943562,28000,28000,28000, 60 months,10.64,603.78,B,Account Manager,10+ years,OWN,210000,Source Verified,42339,medical,OH,11.36,0,38292,0,6,0,10153,32.8,26,0,2792.07;
943563,22250,22250,22250, 60 months,11.99,494.83,C,medical laboratory technologist,10+ years,MORTGAGE,60000,Not Verified,42339,other,FL,29.13,0,37865,0,12,0,13567,66.2,35,0,13748.19;
943564,18000,18000,18000, 60 months,16.55,443.01,D,laborer,8 years,MORTGAGE,43000,Source Verified,42339,debt_consolidation,CA,15.66,0,38718,0,11,1,4181,48,22,0,7015.28;
943565,24000,24000,24000, 60 months,11.22,524.46,B,Associate Professor,8 years,MORTGAGE,75000,Not Verified,42339,home_improvement,CA,13.56,1,36708,0,8,0,9140,44.6,22,0,15029.69;
943566,12000,12000,12000, 60 months,18.49,307.93,E,loader,7 years,OWN,37560,Source Verified,42339,debt_consolidation,NJ,19.26,0,37591,0,22,1,14357,41.9,31,0,26897.81;
943567,24000,24000,24000, 60 months,15.41,576.14,D,Renewals Specialist ,< 1 year,OWN,60000,Source Verified,42339,credit_card,MN,13.61,0,36951,0,12,0,32272,86.8,20,0,7855.46;
943568,7200,7200,7200, 36 months,13.67,244.93,C,Account Development Manager,10+ years,RENT,84950,Source Verified,42339,debt_consolidation,MA,15.68,0,36739,1,14,4,14415,70,31,0,6857.85;
943569,15800,15800,15800, 60 months,19.99,418.52,E,Asst. Manager,10+ years,RENT,42800,Verified,42339,other,CO,12.98,2,37742,1,5,0,2556,40.6,13,0,5099.92;
943570,5000,5000,5000, 36 months,17.86,180.42,D,loan officer,1 year,RENT,30000,Source Verified,42339,debt_consolidation,CA,19.56,0,39783,0,5,0,24587,85.7,6,0,1666.85;
943571,8000,8000,8000, 36 months,7.89,250.29,A,Sales,5 years,RENT,40000,Not Verified,42339,debt_consolidation,CA,16.66,0,38657,1,7,0,7968,58.6,11,0,1843.41;
943572,8000,8000,8000, 36 months,8.38,252.1,B,trainer,8 years,RENT,32000,Verified,42339,moving,OH,24.84,1,35034,1,9,0,5470,43.4,17,0,3350.65;
943573,14000,14000,14000, 36 months,11.22,459.81,B,Associate Director ,9 years,RENT,89000,Verified,42339,debt_consolidation,NJ,5.17,5,39173,1,12,1,2442,27.8,15,0,3546.92;
943574,18000,18000,18000, 60 months,15.41,432.11,D,Analytics Consultant,7 years,RENT,68000,Source Verified,42339,debt_consolidation,MA,14.32,0,40817,0,10,0,11289,54.3,10,0,1617.62;
943575,12000,12000,12000, 36 months,8.38,378.15,B,Assistant Principal,2 years,MORTGAGE,125000,Not Verified,42339,credit_card,NY,21.52,2,37469,0,22,0,21081,44.7,46,0,4458.12;
943576,7000,7000,7000, 36 months,14.48,240.88,C,Billing Supervisor,8 years,RENT,60422,Source Verified,42339,credit_card,CA,4.97,0,39295,1,15,1,10439,36.1,24,0,6372.57;
943577,18350,18350,18350, 60 months,18.49,470.88,E,Program Chair,3 years,MORTGAGE,51000,Verified,42339,major_purchase,TN,3.29,0,37561,0,24,1,2811,2.3,47,0,3405.05;
943578,24000,24000,24000, 60 months,13.18,548.29,C,IT Manager,< 1 year,RENT,80000,Source Verified,42339,credit_card,TX,31.06,0,38353,0,20,0,35204,72.8,50,0,3241.44;
943579,15600,15600,15350, 60 months,12.59,351.69,C,Division engineer signals,10+ years,MORTGAGE,152000,Source Verified,42339,medical,TX,11.19,0,40848,1,8,0,7005,20,18,0,1990.63;
943580,7200,7200,7200, 36 months,9.17,229.53,B,Office Manager,7 years,RENT,65000,Source Verified,42339,debt_consolidation,NY,18.84,0,35339,0,8,1,3600,25.2,22,0,4349.61;
943581,19000,19000,19000, 60 months,14.48,446.84,C,Account Executive,< 1 year,RENT,88000,Verified,42339,debt_consolidation,TX,28.76,0,37622,1,11,0,922,13.4,34,0,3387.12;
943582,28000,28000,28000, 60 months,9.17,583.55,B,production manager,2 years,MORTGAGE,80000,Not Verified,42339,credit_card,FL,26.16,0,26512,1,14,0,17836,21.2,38,0,13504.15;
943583,8400,8400,8400, 36 months,15.41,292.88,D,,n/a,MORTGAGE,30000,Verified,42339,home_improvement,OH,9.93,0,34335,1,7,0,4093,15.7,16,0,711.35;
943584,8000,8000,8000, 36 months,8.38,252.1,B,Aircraft maintenance supervisor,10+ years,OWN,75000,Not Verified,42339,vacation,TX,15.11,0,37165,0,9,0,643,7.8,40,0,1292.85;
943585,20000,20000,20000, 60 months,7.89,404.48,A,Nurse Manager,10+ years,MORTGAGE,115000,Not Verified,42339,debt_consolidation,MI,34.85,0,31229,0,18,0,34185,47.2,27,0,13624.5;
943586,6400,6400,6400, 36 months,9.17,204.03,B,Day Care Worker,3 years,RENT,30000,Not Verified,42339,home_improvement,WI,12.7,0,39083,1,7,0,1684,16.3,13,0,5804.1;
943587,7000,7000,7000, 36 months,13.18,236.47,C,Aircraft Mechanic #551817,10+ years,RENT,102000,Verified,42339,debt_consolidation,MI,22.51,0,32721,0,9,3,200337,78.5,18,0,11477.29;
943588,15000,15000,15000, 60 months,16.55,369.17,D,driver,1 year,OWN,72000,Source Verified,42339,credit_card,AR,13.72,0,38292,0,14,0,11460,36.6,31,0,521.08;
943589,5500,5500,5500, 36 months,6.24,167.92,A,staff pharmacist,4 years,MORTGAGE,128000,Source Verified,42339,debt_consolidation,FL,17.81,0,39569,0,6,0,3068,38.3,10,0,2421.63;
